name,labels,review_text,categories
Foxy's Restaurant,negative,difficult,"diners,tradamerican,breakfast_brunch"
Foxy's Restaurant,positive,clean,"diners,tradamerican,breakfast_brunch"
Toro Grillhouse,positive,excellent,"burgers,mexican,filipino"
Toro Grillhouse,positive,regret,"burgers,mexican,filipino"
Toro Grillhouse,positive,like,"burgers,mexican,filipino"
Mister O's,positive,cozy,"tradamerican,lounges"
Mister O's,positive,woo,"tradamerican,lounges"
El Sauz Tacos No 2,positive,amazing,"mexican,breakfast_brunch"
El Sauz Tacos No 2,positive,nice,"mexican,breakfast_brunch"
Foodism,positive,authentic,"foodtrucks,tradamerican,burgers"
Foodism,positive,drunk,"foodtrucks,tradamerican,burgers"
Ceremony Bar,positive,like,"bars,mexican,cuban"
Ceremony Bar,negative,impressed,"bars,mexican,cuban"
La Loggia Ristorante,positive,loved,italian
La Loggia Ristorante,negative,delicious,italian
La Loggia Ristorante,positive,hard,italian
Talesai,positive,amazing,thai
Talesai,positive,good,thai
Talesai,positive,bad,thai
Moon Mart Kabab,positive,nice,"mideastern,persian,mediterranean"
Moon Mart Kabab,positive,delicious,"mideastern,persian,mediterranean"
Moon Mart Kabab,positive,recommend,"mideastern,persian,mediterranean"
Sunny & Fine's Breakfast Burritos,negative,love,"fooddeliveryservices,mexican"
Poke N Roll,positive,wow,"japanese,hawaiian,poke"
Sushi Katsu-Ya Studio City,positive,pretend,"sushi,japanese"
Sushi Katsu-Ya Studio City,negative,pretty,"sushi,japanese"
Sushi Katsu-Ya Studio City,positive,super,"sushi,japanese"
Indra Restaurant,positive,fried,thai
Indra Restaurant,positive,well,thai
Indra Restaurant,positive,like,thai
Verdugo Pizza,positive,work,"pizza,italian,pastashops"
Verdugo Pizza,positive,work,"pizza,italian,pastashops"
Verdugo Pizza,positive,ready,"pizza,italian,pastashops"
Fresco Ristorante,positive,incredibly,italian
Fresco Ristorante,positive,tender,italian
Fresco Ristorante,positive,best,italian
Tere's Mexican Grill,positive,great,"mexican,desserts,salad"
Tere's Mexican Grill,negative,awesome,"mexican,desserts,salad"
Tere's Mexican Grill,negative,authentic,"mexican,desserts,salad"
Kilikia Grill,negative,soft,"mideastern,greek"
Kilikia Grill,positive,love,"mideastern,greek"
Kilikia Grill,positive,easier,"mideastern,greek"
Ameci Pizza Kitchen - Glendale,positive,well,"pizza,italian"
Mitzee Cafe,positive,great,"korean,cafes"
Mitzee Cafe,positive,fresh,"korean,cafes"
Mitzee Cafe,positive,love,"korean,cafes"
Tarme Mediterranean Grill,positive,fresh,"mediterranean,lebanese"
Tarme Mediterranean Grill,positive,recommend,"mediterranean,lebanese"
Tarme Mediterranean Grill,positive,fast,"mediterranean,lebanese"
Kogi BBQ Truck,positive,super,"korean,mexican,foodtrucks"
Kogi BBQ Truck,positive,polite,"korean,mexican,foodtrucks"
Kogi BBQ Truck,positive,comfortable,"korean,mexican,foodtrucks"
Ana's Kitchen,positive,good,mexican
Ana's Kitchen,positive,fantastic,mexican
Pad Thai Bistro,positive,great,"thai,vietnamese"
Pad Thai Bistro,positive,led,"thai,vietnamese"
Sbarro,negative,stumbled,"italian,pizza"
Sbarro,negative,excuse,"italian,pizza"
Taste Of Windsor,positive,recommend,"asianfusion,thai"
Guerrero Market & Take Out,positive,bad,"butcher,mexican,grocery"
Guerrero Market & Take Out,positive,cool,"butcher,mexican,grocery"
Guerrero Market & Take Out,positive,cold,"butcher,mexican,grocery"
Los Poblanos Restaurant,positive,worst,mexican
Los Poblanos Restaurant,positive,pep,mexican
Los Poblanos Restaurant,positive,delicious,mexican
The Atmosphere,positive,recommend,"mediterranean,hookah_bars,desserts"
The Atmosphere,positive,complaining,"mediterranean,hookah_bars,desserts"
The Atmosphere,positive,loved,"mediterranean,hookah_bars,desserts"
Mixabowl,positive,shabby,"korean,salad,bbq"
Mixabowl,positive,impressed,"korean,salad,bbq"
Mixabowl,negative,solid,"korean,salad,bbq"
Chipotle Mexican Grill,negative,abundance,"mexican,hotdogs"
Chipotle Mexican Grill,positive,well,"mexican,hotdogs"
Uncle Tetsu,positive,friendly,"japanese,desserts,bakeries"
Uncle Tetsu,positive,good,"japanese,desserts,bakeries"
Uncle Tetsu,positive,like,"japanese,desserts,bakeries"
Kabab Way,positive,nice,"mideastern,mediterranean"
Kabab Way,positive,best,"mideastern,mediterranean"
Kabab Way,negative,friendly,"mideastern,mediterranean"
Ruby Thai Kitchen,positive,best,"thai,hotdogs,bbq"
Ruby Thai Kitchen,negative,worst,"thai,hotdogs,bbq"
Ruby Thai Kitchen,negative,amazing,"thai,hotdogs,bbq"
Snowfox,positive,defeated,"sushi,japanese,cafes"
BAJA Cali Fish & Tacos,positive,love,"mexican,seafood,cocktailbars"
BAJA Cali Fish & Tacos,positive,hard,"mexican,seafood,cocktailbars"
BAJA Cali Fish & Tacos,positive,raving,"mexican,seafood,cocktailbars"
Massis Kabob - The Original Kabobery,negative,desperate,"mediterranean,mideastern,persian"
Massis Kabob - The Original Kabobery,positive,fried,"mediterranean,mideastern,persian"
Massis Kabob - The Original Kabobery,positive,awesome,"mediterranean,mideastern,persian"
Elena's Greek Armenian Restaurant,positive,great,"greek,mediterranean,armenian"
Elena's Greek Armenian Restaurant,positive,recommend,"greek,mediterranean,armenian"
Elena's Greek Armenian Restaurant,positive,smash,"greek,mediterranean,armenian"
Taco Bell,negative,awesome,"mexican,hotdogs"
Joy Kitchen,positive,polite,chinese
Joy Kitchen,positive,delicious,chinese
Joy Kitchen,positive,love,chinese
The David Brothers Chili Parlor,positive,notoriously,tradamerican
The David Brothers Chili Parlor,positive,slow,tradamerican
Qin West Noodle,positive,great,"chinese,noodles"
Qin West Noodle,positive,loved,"chinese,noodles"
Qin West Noodle,positive,great,"chinese,noodles"
HaiDiLao Hot Pot,positive,cute,"chinese,hotpot,diyfood"
HaiDiLao Hot Pot,positive,quiet,"chinese,hotpot,diyfood"
Kazu Mori,positive,thrilled,"japacurry,korean"
Kazu Mori,positive,best,"japacurry,korean"
Kazu Mori,positive,available,"japacurry,korean"
Left Wing,positive,worried,"chicken_wings,bbq,korean"
Left Wing,positive,better,"chicken_wings,bbq,korean"
Sogongdong Tofu & Bbq,negative,great,"korean,bbq"
Sogongdong Tofu & Bbq,negative,spacious,"korean,bbq"
K-SIDES Authentic Korean Side Dishes,positive,fast,korean
Go Go Cafe,positive,fresh,chinese
Go Go Cafe,negative,right,chinese
Go Go Cafe,positive,fabulous,chinese
Taco Bell,negative,helped,"hotdogs,mexican"
Taco Bell,negative,amazing,"hotdogs,mexican"
Taco Bell,negative,great,"hotdogs,mexican"
Arcadia Garden Cafe,positive,good,"chinese,hkcafe"
Arcadia Garden Cafe,positive,glad,"chinese,hkcafe"
Arcadia Garden Cafe,positive,best,"chinese,hkcafe"
Sushi Kiyosuzu,positive,trash,"japanese,sushi"
Sushi Kiyosuzu,negative,work,"japanese,sushi"
Sushi Kiyosuzu,positive,bland,"japanese,sushi"
Kee Wah Bakery,positive,amazing,"bakeries,chinese,coffee"
Kee Wah Bakery,negative,recommend,"bakeries,chinese,coffee"
Chung Chun Rice Hotdog,positive,enjoy,"hotdog,korean,donuts"
Chung Chun Rice Hotdog,positive,delicious,"hotdog,korean,donuts"
Chung Chun Rice Hotdog,positive,pretty,"hotdog,korean,donuts"
Opus Sushi,positive,pretty,"japanese,sushi"
Opus Sushi,negative,great,"japanese,sushi"
Opus Sushi,positive,loving,"japanese,sushi"
Jazz Cat Restaurant,positive,loved,"asianfusion,taiwanese,japanese"
Jazz Cat Restaurant,positive,recommended,"asianfusion,taiwanese,japanese"
Phoenix Food Boutique,negative,pure,chinese
Phoenix Food Boutique,positive,pleasantly,chinese
Phoenix Food Boutique,negative,disappointed,chinese
May Mei Restaurant,positive,pretty,chinese
May Mei Restaurant,positive,best,chinese
May Mei Restaurant,positive,fresh,chinese
Cheeky Cheeky Monkey,positive,excellent,chinese
Cheeky Cheeky Monkey,positive,timely,chinese
Cheeky Cheeky Monkey,positive,hard,chinese
Ikka Sizzling Pot,positive,amazing,chinese
Ikka Sizzling Pot,positive,fresh,chinese
Ikka Sizzling Pot,negative,die,chinese
Chang's Garden,positive,love,chinese
Chang's Garden,positive,love,chinese
Chang's Garden,positive,promising,chinese
IHOP,positive,delicious,"breakfast_brunch,tradamerican,burgers"
IHOP,negative,cozy,"breakfast_brunch,tradamerican,burgers"
IHOP,positive,best,"breakfast_brunch,tradamerican,burgers"
No 1 Express,positive,friendly,chinese
No 1 Express,negative,awesome,chinese
No 1 Express,positive,smoke,chinese
Four Sea Restaurant,positive,chill,"breakfast_brunch,chinese,taiwanese"
Four Sea Restaurant,positive,pretty,"breakfast_brunch,chinese,taiwanese"
Moxie Lounge & Karaoke,positive,amazing,"karaoke,lounges,japanese"
Moxie Lounge & Karaoke,positive,wow,"karaoke,lounges,japanese"
Moxie Lounge & Karaoke,positive,wow,"karaoke,lounges,japanese"
Myung Ga Haejangguk,positive,amazing,korean
Myung Ga Haejangguk,positive,delicious,korean
Myung Ga Haejangguk,positive,great,korean
Poke Bar,positive,top,"sushi,seafood,japanese"
Poke Bar,negative,worth,"sushi,seafood,japanese"
President Square Food Court,positive,complaining,"chinese,food_court,panasian"
President Square Food Court,positive,poor,"chinese,food_court,panasian"
President Square Food Court,positive,enough,"chinese,food_court,panasian"
Hsin Hsin Shau May Deli,positive,hate,"chinese,taiwanese,hotdogs"
Hsin Hsin Shau May Deli,positive,bad,"chinese,taiwanese,hotdogs"
Hsin Hsin Shau May Deli,positive,horrible,"chinese,taiwanese,hotdogs"
Vietnam Delicious,negative,crap,vietnamese
Lu Ding Ji,positive,delicious,"noodles,chinese,soup"
Lu Ding Ji,negative,super,"noodles,chinese,soup"
Lu Ding Ji,positive,disappointing,"noodles,chinese,soup"
Young Dong Tofu,positive,amazing,"korean,bbq,hotpot"
Young Dong Tofu,negative,wow,"korean,bbq,hotpot"
Young Dong Tofu,positive,best,"korean,bbq,hotpot"
Paper Pot Shabu Arcadia,positive,best,"japanese,hotpot,asianfusion"
Paper Pot Shabu Arcadia,negative,right,"japanese,hotpot,asianfusion"
Paper Pot Shabu Arcadia,positive,delicious,"japanese,hotpot,asianfusion"
"Kobe Gyukatsu, Arcadia / 日式牛肉炸排專賣店",positive,fast,japanese
"Kobe Gyukatsu, Arcadia / 日式牛肉炸排專賣店",negative,fast,japanese
"Kobe Gyukatsu, Arcadia / 日式牛肉炸排專賣店",positive,pretty,japanese
Panda Express,positive,disgusting,"chinese,hotdogs"
Panda Express,positive,beware,"chinese,hotdogs"
Panda Express,negative,dark,"chinese,hotdogs"
The Barn,positive,loved,"bbq,chinese,asianfusion"
The Barn,negative,super,"bbq,chinese,asianfusion"
The Barn,negative,delicious,"bbq,chinese,asianfusion"
Fork Over Pork,positive,good,"korean,bbq"
Fork Over Pork,negative,excuse,"korean,bbq"
Fork Over Pork,positive,holy,"korean,bbq"
Vietnam Kitchen,positive,like,vietnamese
Vietnam Kitchen,negative,great,vietnamese
Moffett's Family Restaurant & Chicken Pie Shoppe,positive,excited,"tradamerican,comfortfood"
louises trattoria,negative,super,italian
louises trattoria,positive,fresh,italian
louises trattoria,positive,super,italian
IHOP,positive,super,"breakfast_brunch,tradamerican,burgers"
IHOP,positive,love,"breakfast_brunch,tradamerican,burgers"
Mi Ranchito Restaurant & Cantina,positive,terrible,mexican
Mi Ranchito Restaurant & Cantina,negative,work,mexican
Mi Ranchito Restaurant & Cantina,negative,convenient,mexican
Alberto's Mexican Food,positive,love,mexican
Alberto's Mexican Food,positive,amazing,mexican
Alberto's Mexican Food,negative,helped,mexican
Red Devil Pizza,positive,delightful,"italian,pizza"
Red Devil Pizza,positive,tender,"italian,pizza"
The Grill House,positive,fast,"mediterranean,lounges"
The Grill House,positive,crowded,"mediterranean,lounges"
The Grill House,positive,excellent,"mediterranean,lounges"
Taco Bell,negative,super,"mexican,hotdogs"
Taco Bell,negative,patient,"mexican,hotdogs"
Taco Bell,negative,love,"mexican,hotdogs"
Tasty Goody,positive,funny,"chinese,hotdogs"
Tasty Goody,negative,best,"chinese,hotdogs"
Tasty Goody,positive,fresh,"chinese,hotdogs"
Flying Rice Asian Kitchen,positive,reasonable,"asianfusion,korean,newamerican"
Flying Rice Asian Kitchen,positive,generous,"asianfusion,korean,newamerican"
Flying Rice Asian Kitchen,negative,horrible,"asianfusion,korean,newamerican"
Del Taco,positive,amazing,"mexican,hotdogs"
Del Taco,negative,right,"mexican,hotdogs"
Del Taco,positive,cute,"mexican,hotdogs"
Georgie's Mediterranean cuisine,positive,pretty,"mediterranean,mideastern,greek"
Georgie's Mediterranean cuisine,positive,cute,"mediterranean,mideastern,greek"
Georgie's Mediterranean cuisine,positive,good,"mediterranean,mideastern,greek"
Chipotle Mexican Grill,negative,great,"hotdogs,mexican"
Chipotle Mexican Grill,positive,ruined,"hotdogs,mexican"
Chipotle Mexican Grill,negative,pretty,"hotdogs,mexican"
Pick Up Stix,positive,interesting,"asianfusion,chinese"
Pick Up Stix,negative,easy,"asianfusion,chinese"
Pick Up Stix,positive,friendly,"asianfusion,chinese"
Chili's,positive,great,"tex-mex,bars,tradamerican"
Chili's,positive,enjoy,"tex-mex,bars,tradamerican"
Chili's,negative,delicious,"tex-mex,bars,tradamerican"
Pizza 'N Stuff,negative,joy,"pizza,italian,sandwiches"
Pizza 'N Stuff,positive,excellent,"pizza,italian,sandwiches"
Siamese Restaurant,positive,pretty,"thai,seafood"
Siamese Restaurant,negative,good,"thai,seafood"
Siamese Restaurant,positive,good,"thai,seafood"
Coco's Bakery Restaurant,positive,amazed,"bakeries,tradamerican,breakfast_brunch"
Coco's Bakery Restaurant,positive,better,"bakeries,tradamerican,breakfast_brunch"
Don Taco Grill,positive,regret,mexican
Flame Broiler,positive,like,"hotdogs,korean"
Flame Broiler,negative,cheap,"hotdogs,korean"
Flame Broiler,negative,lost,"hotdogs,korean"
FurnSaj Bakery & Restaurant,negative,rotten,"mediterranean,breakfast_brunch,lebanese"
FurnSaj Bakery & Restaurant,positive,smelly,"mediterranean,breakfast_brunch,lebanese"
FurnSaj Bakery & Restaurant,positive,terrible,"mediterranean,breakfast_brunch,lebanese"
Chili's,positive,wonder,"tradamerican,bars,tex-mex"
Chili's,negative,regret,"tradamerican,bars,tex-mex"
Chili's,positive,criticized,"tradamerican,bars,tex-mex"
Poke Poki,positive,worst,"poke,hawaiian"
Poke Poki,positive,ruined,"poke,hawaiian"
Poke Poki,negative,rude,"poke,hawaiian"
Shogun Restaurant,positive,love,japanese
Shogun Restaurant,negative,fresh,japanese
Ono Hawaiian BBQ,positive,amazing,"bbq,hawaiian"
Ono Hawaiian BBQ,negative,love,"bbq,hawaiian"
Taste of Asia,positive,super,"asianfusion,thai"
Taste of Asia,positive,happy,"asianfusion,thai"
Taste of Asia,positive,quiet,"asianfusion,thai"
La Creperie Cafe,positive,best,"french,breakfast_brunch,creperies"
La Creperie Cafe,positive,love,"french,breakfast_brunch,creperies"
La Creperie Cafe,positive,great,"french,breakfast_brunch,creperies"
Pizza Barn,positive,great,"pizza,italian,sandwiches"
Pizza Barn,negative,fried,"pizza,italian,sandwiches"
Pizza Barn,positive,favorite,"pizza,italian,sandwiches"
Cafe Rio Mexican Grill,positive,available,mexican
Cafe Rio Mexican Grill,negative,worth,mexican
Cafe Rio Mexican Grill,negative,amazing,mexican
The Poke Co & Wings,positive,exceptional,"poke,hawaiian,bubbletea"
The Poke Co & Wings,negative,hard,"poke,hawaiian,bubbletea"
Fukuya Sushi,negative,worth,"sushi,japanese"
Fukuya Sushi,positive,love,"sushi,japanese"
Fukuya Sushi,positive,upset,"sushi,japanese"
Olive Garden Italian Restaurant,positive,incredible,"italian,salad,soup"
Olive Garden Italian Restaurant,negative,excellent,"italian,salad,soup"
Olive Garden Italian Restaurant,positive,great,"italian,salad,soup"
Panda Express,positive,great,"chinese,hotdogs"
Panda Express,negative,soft,"chinese,hotdogs"
Panda Express,negative,great,"chinese,hotdogs"
Pizza Hut,positive,great,"pizza,italian,chicken_wings"
Pizza Hut,negative,well,"pizza,italian,chicken_wings"
Pizza Hut,negative,thriving,"pizza,italian,chicken_wings"
Rubio's Coastal Grill,negative,craziness,"mexican,seafood,salad"
Rubio's Coastal Grill,positive,cold,"mexican,seafood,salad"
Rubio's Coastal Grill,negative,sad,"mexican,seafood,salad"
Chipotle Mexican Grill,positive,like,"hotdogs,mexican"
Chipotle Mexican Grill,negative,sad,"hotdogs,mexican"
Chipotle Mexican Grill,negative,crap,"hotdogs,mexican"
Tho One Thai Eatery,positive,fancy,thai
Tho One Thai Eatery,positive,upset,thai
Tho One Thai Eatery,positive,burned,thai
Panda Express,positive,positive,"hotdogs,chinese"
Panda Express,negative,helped,"hotdogs,chinese"
Panda Express,positive,great,"hotdogs,chinese"
El Pollo Loco,positive,well,"hotdogs,mexican"
El Pollo Loco,negative,top,"hotdogs,mexican"
El Pollo Loco,negative,love,"hotdogs,mexican"
L&L Hawaiian Barbecue,positive,delicious,"hawaiian,bbq,seafood"
L&L Hawaiian Barbecue,negative,awesome,"hawaiian,bbq,seafood"
New China Mongolian BBQ,positive,super,"mongolian,chinese,bbq"
New China Mongolian BBQ,positive,nice,"mongolian,chinese,bbq"
New China Mongolian BBQ,positive,recommended,"mongolian,chinese,bbq"
Hope's Italian Catering,positive,best,"italian,catering"
Hope's Italian Catering,positive,generous,"italian,catering"
Hope's Italian Catering,positive,great,"italian,catering"
Elvira's Finest Foods of Mexico,negative,great,"mexican,venues,cocktailbars"
Elvira's Finest Foods of Mexico,positive,love,"mexican,venues,cocktailbars"
Elvira's Finest Foods of Mexico,positive,rude,"mexican,venues,cocktailbars"
Patty's Mexican Foods,positive,beware,mexican
Patty's Mexican Foods,negative,like,mexican
Patty's Mexican Foods,positive,bug,mexican
Castañeda's Mexican Food,positive,inept,mexican
Castañeda's Mexican Food,negative,love,mexican
Thai Orchid Garden,positive,nice,thai
Thai Orchid Garden,positive,variety,thai
Thai Orchid Garden,positive,great,thai
Da Ke Yi Cantonese Restaurant,negative,love,chinese
Da Ke Yi Cantonese Restaurant,positive,clean,chinese
Casa Jimenez,positive,solid,mexican
Casa Jimenez,positive,polite,mexican
Blue Fin Sushi & Teriyaki,positive,amazing,"sushi,japanese"
Blue Fin Sushi & Teriyaki,positive,delicious,"sushi,japanese"
Smoke And Fire Social Eatery,positive,friendly,"comfortfood,bbq,tradamerican"
Smoke And Fire Social Eatery,positive,helpful,"comfortfood,bbq,tradamerican"
Smoke And Fire Social Eatery,positive,bad,"comfortfood,bbq,tradamerican"
Mike's Pizza,positive,fake,"pizza,italian,sandwiches"
Mike's Pizza,positive,fist,"pizza,italian,sandwiches"
Buca di Beppo Italian Restaurant,positive,fresh,italian
Buca di Beppo Italian Restaurant,negative,best,italian
Buca di Beppo Italian Restaurant,positive,excellent,italian
Oke Poke Claremont,positive,reasonable,"poke,hawaiian"
Oke Poke Claremont,positive,mess,"poke,hawaiian"
Oke Poke Claremont,positive,excellent,"poke,hawaiian"
Crest Lounge,positive,delicious,"lounges,tradamerican,divebars"
Crest Lounge,negative,favorite,"lounges,tradamerican,divebars"
Crest Lounge,positive,liked,"lounges,tradamerican,divebars"
Eddie's Italian Eatery,positive,liked,"pizza,italian,desserts"
Eddie's Italian Eatery,positive,fried,"pizza,italian,desserts"
Eddie's Italian Eatery,positive,fast,"pizza,italian,desserts"
Seafood Palace,positive,best,"chinese,seafood"
Seafood Palace,positive,hot,"chinese,seafood"
Seafood Palace,negative,well,"chinese,seafood"
Boca Burger,positive,fast,"burgers,mediterranean,empanadas"
Boca Burger,negative,loved,"burgers,mediterranean,empanadas"
Boca Burger,negative,sweet,"burgers,mediterranean,empanadas"
Aladdin Jr Restaurant and Cafe,positive,beautiful,"mediterranean,hookah_bars,arabian"
Aladdin Jr Restaurant and Cafe,negative,popular,"mediterranean,hookah_bars,arabian"
Aladdin Jr Restaurant and Cafe,negative,great,"mediterranean,hookah_bars,arabian"
IHOP,positive,super,"tradamerican,breakfast_brunch,burgers"
IHOP,negative,great,"tradamerican,breakfast_brunch,burgers"
IHOP,negative,enjoyed,"tradamerican,breakfast_brunch,burgers"
Top Thai Table,positive,best,"thai,seafood,salad"
Top Thai Table,positive,well,"thai,seafood,salad"
Top Thai Table,negative,best,"thai,seafood,salad"
Taco Bell,positive,good,"hotdogs,mexican"
Taco Bell,positive,smells,"hotdogs,mexican"
Taco Bell,negative,recommend,"hotdogs,mexican"
FS Mexican Food,positive,best,mexican
FS Mexican Food,negative,regret,mexican
FS Mexican Food,negative,like,mexican
Onishicho Ramen,positive,authentic,japanese
Onishicho Ramen,positive,wealthy,japanese
Onishicho Ramen,positive,worst,japanese
Casa Del Rey,positive,bland,mexican
Casa Del Rey,positive,amazing,mexican
Casa Del Rey,positive,recommend,mexican
Bay Garden Cafe,positive,great,"chinese,breakfast_brunch,seafood"
Bay Garden Cafe,negative,friendly,"chinese,breakfast_brunch,seafood"
Bay Garden Cafe,positive,well,"chinese,breakfast_brunch,seafood"
Golden Deli - Temple City,positive,wow,"vietnamese,noodles,soup"
Golden Deli - Temple City,positive,amazing,"vietnamese,noodles,soup"
Golden Deli - Temple City,negative,incredible,"vietnamese,noodles,soup"
The Tamale Guy,positive,picky,"mexican,salad,soup"
The Tamale Guy,positive,like,"mexican,salad,soup"
The Tamale Guy,negative,right,"mexican,salad,soup"
New Mandarin Noodle Deli,positive,good,"chinese,asianfusion"
New Mandarin Noodle Deli,positive,best,"chinese,asianfusion"
New Mandarin Noodle Deli,negative,delicious,"chinese,asianfusion"
Noodle Bistro,positive,better,"noodles,chinese,hotpot"
Noodle Bistro,positive,delicious,"noodles,chinese,hotpot"
Noodle Bistro,positive,recommend,"noodles,chinese,hotpot"
Kang Kang Food Court,positive,gem,"chinese,shavedice,taiwanese"
Kang Kang Food Court,positive,best,"chinese,shavedice,taiwanese"
Kang Kang Food Court,negative,quiet,"chinese,shavedice,taiwanese"
Garden Grille,positive,fantastic,tradamerican
Kahu Hawaiian BBQ,positive,well,hawaiian
Kahu Hawaiian BBQ,positive,cool,hawaiian
Kahu Hawaiian BBQ,positive,good,hawaiian
Angela's Italian Kitchen,positive,solid,"italian,pizza"
Angela's Italian Kitchen,positive,tender,"italian,pizza"
Angela's Italian Kitchen,positive,nice,"italian,pizza"
Pozzetto Italian Dining,positive,overwhelm,"pizza,italian"
Pozzetto Italian Dining,negative,disappointed,"pizza,italian"
Pozzetto Italian Dining,positive,well,"pizza,italian"
Northern Cafe,positive,worked,"noodles,chinese,bbq"
Northern Cafe,positive,honest,"noodles,chinese,bbq"
El Ranchero Mexican Food and Margaritas,positive,beautiful,"mexican,cocktailbars"
El Ranchero Mexican Food and Margaritas,negative,outstanding,"mexican,cocktailbars"
El Ranchero Mexican Food and Margaritas,negative,loved,"mexican,cocktailbars"
Hayato Sushi & Grill,positive,favorite,"sushi,japanese,seafood"
Hayato Sushi & Grill,negative,consistently,"sushi,japanese,seafood"
Hayato Sushi & Grill,positive,wonderful,"sushi,japanese,seafood"
Darvish Restaurant,negative,delicious,"persian,mideastern,mediterranean"
Darvish Restaurant,positive,sweet,"persian,mideastern,mediterranean"
Paths to Spicy 辣道,positive,sticky,"chinese,taiwanese"
Paths to Spicy 辣道,negative,super,"chinese,taiwanese"
Paths to Spicy 辣道,negative,sweet,"chinese,taiwanese"
Joys Unique Restaurant,positive,good,"chinese,hotpot,seafood"
Joys Unique Restaurant,positive,delicious,"chinese,hotpot,seafood"
Hi Family,positive,fresh,"chinese,soup"
Hi Family,negative,delicious,"chinese,soup"
Hi Family,positive,good,"chinese,soup"
Zendejas Mexican Restaurant,positive,afraid,"mexican,sportsbars"
Zendejas Mexican Restaurant,negative,worse,"mexican,sportsbars"
Zendejas Mexican Restaurant,positive,failed,"mexican,sportsbars"
Stubborn Mule,positive,right,"tradamerican,sportsbars"
Stubborn Mule,positive,recommended,"tradamerican,sportsbars"
Stubborn Mule,positive,great,"tradamerican,sportsbars"
Phoenix Kitchen,positive,hate,chinese
Phoenix Kitchen,negative,drag,chinese
Phoenix Kitchen,positive,loved,chinese
Eden Thai Cuisine,positive,sorry,thai
Eden Thai Cuisine,positive,great,thai
Eden Thai Cuisine,positive,support,thai
Pepe's Mexican Food,positive,amazing,mexican
Pepe's Mexican Food,positive,authentic,mexican
Kensho Hollywood,positive,excellent,"wine_bars,coffee,japanese"
Kensho Hollywood,negative,good,"wine_bars,coffee,japanese"
Little Tokyo Restaurant,positive,gem,"japanese,sushi"
Little Tokyo Restaurant,negative,great,"japanese,sushi"
Happy Wok,positive,good,"hotdogs,chinese"
Happy Wok,positive,glad,"hotdogs,chinese"
Yamashiro Hollywood,negative,top,"japanese,asianfusion,newamerican"
Yamashiro Hollywood,negative,like,"japanese,asianfusion,newamerican"
Yamashiro Hollywood,negative,top,"japanese,asianfusion,newamerican"
Los Jarritos Restaurants,positive,best,mexican
Los Jarritos Restaurants,positive,best,mexican
Los Jarritos Restaurants,negative,best,mexican
La Villita Cantina,positive,best,"mexican,bars,breakfast_brunch"
La Villita Cantina,positive,love,"mexican,bars,breakfast_brunch"
Pimai It's Thai,positive,fun,thai
Pimai It's Thai,negative,enjoyed,thai
Pimai It's Thai,positive,recommend,thai
Ahgoo's Kitchen,positive,enjoy,"chinese,taiwanese"
Ahgoo's Kitchen,positive,friendly,"chinese,taiwanese"
Ahgoo's Kitchen,positive,top,"chinese,taiwanese"
Ono Hawaiian BBQ,positive,good,"bbq,hawaiian,seafood"
Ono Hawaiian BBQ,negative,free,"bbq,hawaiian,seafood"
Ono Hawaiian BBQ,positive,good,"bbq,hawaiian,seafood"
El Ruizeñor Grill,positive,overpriced,"mexican,breakfast_brunch"
El Ruizeñor Grill,positive,terrible,"mexican,breakfast_brunch"
El Ruizeñor Grill,positive,good,"mexican,breakfast_brunch"
Shintaro Sushi,positive,great,"sushi,japanese"
Shintaro Sushi,positive,negative,"sushi,japanese"
Shintaro Sushi,positive,miss,"sushi,japanese"
La Poubelle Bistro,positive,enjoy,"french,brasseries,cocktailbars"
La Poubelle Bistro,negative,boil,"french,brasseries,cocktailbars"
La Poubelle Bistro,positive,excellent,"french,brasseries,cocktailbars"
SushiStop Hollywood,positive,fast,"sushi,japanese"
SushiStop Hollywood,negative,like,"sushi,japanese"
SushiStop Hollywood,negative,good,"sushi,japanese"
Jasmine's Cafe,positive,fairly,"hookah_bars,mediterranean,lounges"
Jasmine's Cafe,negative,warm,"hookah_bars,mediterranean,lounges"
Jasmine's Cafe,negative,drunk,"hookah_bars,mediterranean,lounges"
Franklin & Company Tavern,positive,love,tradamerican
Franklin & Company Tavern,positive,love,tradamerican
Del Taco,positive,love,mexican
Del Taco,negative,amazing,mexican
Del Taco,negative,thank,mexican
Ali Baba Hookah Lounge,positive,great,"hookah_bars,mediterranean,halal"
Ali Baba Hookah Lounge,positive,favorite,"hookah_bars,mediterranean,halal"
Ali Baba Hookah Lounge,positive,solid,"hookah_bars,mediterranean,halal"
Las Palmas Mexican Food,positive,lucky,"mexican,seafood"
Las Palmas Mexican Food,positive,fresh,"mexican,seafood"
Mokuzai,positive,good,japanese
Mokuzai,positive,love,japanese
Mokuzai,positive,super,japanese
Dai Ho Restaurant,positive,bad,"taiwanese,chinese,noodles"
Dai Ho Restaurant,negative,mediocre,"taiwanese,chinese,noodles"
Dai Ho Restaurant,positive,spendy,"taiwanese,chinese,noodles"
Lucky Elephant Thai Cuisine,positive,fast,thai
Lucky Elephant Thai Cuisine,positive,shocked,thai
Ali Baba Restaurant & Cafe,positive,bad,"mediterranean,lebanese,hookah_bars"
Ali Baba Restaurant & Cafe,positive,clearly,"mediterranean,lebanese,hookah_bars"
Ali Baba Restaurant & Cafe,positive,happy,"mediterranean,lebanese,hookah_bars"
